Year,County,Hospital,Hospital ID,Performance Measure,Total Statewide CABG Cases,Total Statewide CABG Cases for Performance Measure Reporting,Statewide Adverse Events,Statewide Adverse Events Rate (%),Total Hospital CABG Cases,Total Hospital CABG Cases for Performance Measure Reporting,Hospital Adverse Events,Hospital Observed Adverse Events Rate (%),Hospital Expected Adverse Events Rate (%),"Hospital Risk-Adjusted Adverse Events Rate (%,RAAER)",Hospital Lower 95% CI for RAAER,Hospital Upper 95% CI for RAAER,Performance Rating,Longitude,Latitude
2021-2022,San Mateo,Sequoia Hospital,106410891,Isolated CABG 30-Day Readmission,"29,996","19,747","2,225",11.27,177,81,9,11.11,9.61,13.03,5.96,24.74,Average,-122.25,37.48
2021-2022,Santa Barbara,Marian Regional Medical Center,106420493,Isolated CABG 30-Day Readmission,"29,996","19,747","2,225",11.27,153,114,14,12.28,11.27,12.27,6.71,20.59,Average,-120.41,34.95
2021-2022,Santa Barbara,Santa Barbara Cottage Hospital,106420514,Isolated CABG 30-Day Readmission,"29,996","19,747","2,225",11.27,181,133,13,9.77,10.65,10.34,5.50,17.68,Average,-119.72,34.43
2021-2022,Santa Clara,Regional Medical Center of San Jose,106430705,Isolated CABG 30-Day Readmission,"29,996","19,747","2,225",11.27,99,62,9,14.52,12.51,13.07,5.98,24.81,Average,-121.85,37.36
2021-2022,Santa Clara,El Camino Health,106430763,Isolated CABG 30-Day Readmission,"29,996","19,747","2,225",11.27,226,117,8,6.84,11.41,6.75,2.92,13.31,Average,-122.08,37.37
2021-2022,Santa Clara,Good Samaritan Hospital – San Jose,106430779,Isolated CABG 30-Day Readmission,"29,996","19,747","2,225",11.27,155,89,13,14.61,9.85,16.71,8.90,28.57,Average,-121.94,37.25
2021-2022,Santa Clara,O'Connor Hospital,106430837,Isolated CABG 30-Day Readmission,"29,996","19,747","2,225",11.27,154,103,21,20.39,12.95,17.73,10.98,27.11,Average,-121.94,37.33
2021-2022,Santa Clara,Santa Clara Valley Medical Center,106430883,Isolated CABG 30-Day Readmission,"29,996","19,747","2,225",11.27,105,58,5,8.62,10.83,8.97,2.91,20.94,Average,-121.93,37.31
2021-2022,Santa Clara,Stanford Health Care,106430905,Isolated CABG 30-Day Readmission,"29,996","19,747","2,225",11.27,553,235,23,9.79,10.98,10.04,6.37,15.07,Average,-122.18,37.43
2021-2022,Santa Clara,Kaiser Foundation Hospital – Santa Clara,106434153,Isolated CABG 30-Day Readmission,"29,996","19,747","2,225",11.27,953,761,70,9.20,10.52,9.85,7.68,12.45,Average,-122.00,37.33
2021-2022,Santa Cruz,Dominican Hospital,106440755,Isolated CABG 30-Day Readmission,"29,996","19,747","2,225",11.27,145,81,8,9.88,10.01,11.12,4.80,21.92,Average,-121.98,36.99
2021-2022,Shasta,Shasta Regional Medical Center,106450940,Isolated CABG 30-Day Readmission,"29,996","19,747","2,225",11.27,164,127,18,14.17,10.61,15.05,8.92,23.78,Average,-122.39,40.59
2021-2022,Shasta,Mercy Medical Center – Redding,106450949,Isolated CABG 30-Day Readmission,"29,996","19,747","2,225",11.27,142,114,22,19.30,12.95,16.79,10.52,25.42,Average,-122.40,40.57
2021-2022,Solano,NorthBay Medical Center,106481357,Isolated CABG 30-Day Readmission,"29,996","19,747","2,225",11.27,146,102,11,10.78,11.14,10.91,5.45,19.52,Average,-122.05,38.26
2021-2022,Sonoma,Providence Santa Rosa Memorial Hospital – Montgomery,106491064,Isolated CABG 30-Day Readmission,"29,996","19,747","2,225",11.27,127,85,12,14.12,11.50,13.84,7.15,24.17,Average,-122.70,38.44
2021-2022,Stanislaus,Doctors Medical Center,106500852,Isolated CABG 30-Day Readmission,"29,996","19,747","2,225",11.27,510,301,49,16.28,12.01,15.27,11.30,20.19,Worse,-121.00,37.66
2021-2022,Stanislaus,Memorial Medical Center – Modesto,106500939,Isolated CABG 30-Day Readmission,"29,996","19,747","2,225",11.27,263,169,28,16.57,11.95,15.62,10.38,22.57,Average,-120.97,37.67
2021-2022,Tulare,Kaweah Health Medical Center,106540734,Isolated CABG 30-Day Readmission,"29,996","19,747","2,225",11.27,394,272,40,14.71,12.48,13.28,9.49,18.09,Average,-119.29,36.33
2021-2022,Ventura,Community Memorial Hospital – San Buenaventura,106560473,Isolated CABG 30-Day Readmission,"29,996","19,747","2,225",11.27,193,127,8,6.30,10.14,7.00,3.02,13.79,Average,-119.26,34.27
2021-2022,Ventura,Los Robles Hospital & Medical Center,106560492,Isolated CABG 30-Day Readmission,"29,996","19,747","2,225",11.27,150,97,13,13.40,11.28,13.39,7.13,22.89,Average,-118.88,34.21
2021-2022,Ventura,St. John's Regional Medical Center,106560529,Isolated CABG 30-Day Readmission,"29,996","19,747","2,225",11.27,106,80,13,16.25,11.15,16.41,8.74,28.07,Average,-119.16,34.22
2021-2022,Yuba,Adventist Health and Rideout,106580996,Isolated CABG 30-Day Readmission,"29,996","19,747","2,225",11.27,125,95,11,11.58,12.25,10.65,5.32,19.06,Average,-121.59,39.14
2020-2021,Ventura,St. John's Regional Medical Center,106560529,Isolated CABG 30-Day Readmission,"24,802","18,716","2,127",11.36,99,73,19,26.03,10.84,27.29,16.43,42.61,Worse,-119.16,34.22
2020-2021,Yuba,Adventist Health and Rideout,106580996,Isolated CABG 30-Day Readmission,"24,802","18,716","2,127",11.36,155,115,14,12.17,11.53,12.00,6.56,20.13,Average,-121.59,39.14
2020,Alameda,Alta Bates Summit Medical Center,106010937,Isolated CABG Operative Mortality,"13,606","10,949",289,2.64,147,122,3,2.46,3.06,2.12,0.44,6.21,Average,-122.26,37.82
2020,Alameda,Washington Hospital - Fremont,106010987,Isolated CABG Operative Mortality,"13,606","10,949",289,2.64,84,74,4,5.41,2.95,4.84,1.32,12.40,Average,-121.98,37.56
2020,Alameda,Stanford Health Care - Valleycare,106014050,Isolated CABG Operative Mortality,"13,606","10,949",289,2.64,54,42,0,0.00,2.82,0.00,0.00,8.23,Average,-121.88,37.69
2020,Butte,Enloe Medical Center - Esplanade,106040962,Isolated CABG Operative Mortality,"13,606","10,949",289,2.64,123,90,4,4.44,3.68,3.19,0.87,8.17,Average,-121.85,39.74
2020,Contra  Costa,John Muir Medical Center - Concord Campus,106071018,Isolated CABG Operative Mortality,"13,606","10,949",289,2.64,225,181,3,1.66,3.28,1.33,0.28,3.90,Average,-122.04,37.99
2020,Contra  Costa,San Ramon Regional Medical Center,106074017,Isolated CABG Operative Mortality,"13,606","10,949",289,2.64,18,18,1,5.56,3.88,3.78,0.10,21.07,Average,-121.96,37.78
2020,Fresno,Community Regional Medical Center - Fresno,106100717,Isolated CABG Operative Mortality,"13,606","10,949",289,2.64,74,64,4,6.25,4.07,4.05,1.10,10.37,Average,-119.78,36.74
2020,Fresno,Saint Agnes Medical Center,106100899,Isolated CABG Operative Mortality,"13,606","10,949",289,2.64,218,179,9,5.03,3.23,4.11,1.88,7.80,Average,-119.76,36.84
2020,Fresno,Fresno Heart and Surgical Hospital,106105029,Isolated CABG Operative Mortality,"13,606","10,949",289,2.64,412,354,9,2.54,2.63,2.55,1.17,4.85,Average,-119.79,36.86
2020,Humboldt,Providence St. Joseph Hospital - Eureka,106121080,Isolated CABG Operative Mortality,"13,606","10,949",289,2.64,22,20,3,15.00,1.82,21.79,4.49,63.69,Worse,-124.14,40.78
2020,Kern,Bakersfield Memorial Hospital,106150722,Isolated CABG Operative Mortality,"13,606","10,949",289,2.64,79,68,2,2.94,1.84,4.22,0.51,15.25,Average,-119.01,35.39
2020,Kern,Adventist Health Bakersfield,106150788,Isolated CABG Operative Mortality,"13,606","10,949",289,2.64,36,34,2,5.88,3.92,3.96,0.48,14.31,Average,-119.02,35.38
2020,Kern,Bakersfield Heart Hospital,106154101,Isolated CABG Operative Mortality,"13,606","10,949",289,2.64,77,72,2,2.78,2.41,3.05,0.37,11.00,Average,-119.04,35.39
2020,Los Angeles,Antelope Valley Hospital,106190034,Isolated CABG Operative Mortality,"13,606","10,949",289,2.64,38,36,5,13.89,3.21,11.40,3.70,26.61,Worse,-118.16,34.69
2020,Los Angeles,St. Mary Medical Center - Long Beach,106190053,Isolated CABG Operative Mortality,"13,606","10,949",289,2.64,51,50,0,0.00,2.44,0.00,0.00,7.99,Average,-118.19,33.78
2020,Los Angeles,Beverly Hospital,106190081,Isolated CABG Operative Mortality,"13,606","10,949",289,2.64,12,11,0,0.00,2.09,0.00,0.00,42.26,Average,-118.1,34.02
2020,Los Angeles,California Hospital Medical Center - Los Angeles,106190125,Isolated CABG Operative Mortality,"13,606","10,949",289,2.64,29,24,0,0.00,1.39,0.00,0.00,29.28,Average,-118.27,34.04
2020,Los Angeles,Centinela Hospital Medical Center,106190148,Isolated CABG Operative Mortality,"13,606","10,949",289,2.64,43,40,4,10.00,2.94,8.98,2.45,22.99,Average,-118.35,33.95
2020,Los Angeles,Lakewood Regional Medical Center,106190240,Isolated CABG Operative Mortality,"13,606","10,949",289,2.64,79,72,5,6.94,4.60,3.98,1.29,9.30,Average,-118.15,33.86
2020,Los Angeles,PIH Health Hospital - Downey,106190243,Isolated CABG Operative Mortality,"13,606","10,949",289,2.64,25,21,0,0.00,1.97,0.00,0.00,23.59,Average,-118.13,33.94
2020,Los Angeles,Garfield Medical Center,106190315,Isolated CABG Operative Mortality,"13,606","10,949",289,2.64,85,70,1,1.43,1.70,2.21,0.06,12.34,Average,-118.12,34.07
2020,Los Angeles,Adventist Health Glendale,106190323,Isolated CABG Operative Mortality,"13,606","10,949",289,2.64,93,84,0,0.00,1.93,0.00,0.00,6.00,Average,-118.23,34.15
2020,Los Angeles,Hollywood Presbyterian Medical Center,106190382,Isolated CABG Operative Mortality,"13,606","10,949",289,2.64,41,39,3,7.69,2.89,7.04,1.45,20.56,Average,-118.29,34.1
2020,Los Angeles,Providence Holy Cross Medical Center,106190385,Isolated CABG Operative Mortality,"13,606","10,949",289,2.64,44,36,1,2.78,3.04,2.41,0.06,13.43,Average,-118.46,34.28
2020,Los Angeles,PIH Health Good Samaritan Hospital,106190392,Isolated CABG Operative Mortality,"13,606","10,949",289,2.64,96,85,1,1.18,3.36,0.93,0.02,5.15,Average,-118.27,34.05
2020,Los Angeles,Huntington Memorial Hospital,106190400,Isolated CABG Operative Mortality,"13,606","10,949",289,2.64,143,114,0,0.00,1.95,0.00,0.00,4.38,Average,-118.15,34.14
2020,Los Angeles,Emanate Health Inter-Community Hospital,106190413,Isolated CABG Operative Mortality,"13,606","10,949",289,2.64,142,125,2,1.60,1.90,2.22,0.27,8.03,Average,-117.89,34.09
2020,Los Angeles,Torrance Memorial Medical Center,106190422,Isolated CABG Operative Mortality,"13,606","10,949",289,2.64,72,56,0,0.00,2.38,0.00,0.00,7.30,Average,-118.34,33.81
2020,Los Angeles,Kaiser Foundation Hospital - Los Angeles,106190429,Isolated CABG Operative Mortality,"13,606","10,949",289,2.64,760,600,3,0.50,2.16,0.61,0.13,1.79,Better,-118.3,34.1
2020,Los Angeles,Providence Little Company of Mary Medical Center - Torrance,106190470,Isolated CABG Operative Mortality,"13,606","10,949",289,2.64,83,72,2,2.78,2.97,2.47,0.30,8.92,Average,-118.36,33.84
2020,Los Angeles,Providence Cedars-Sinai Tarzana Medical Center,106190517,Isolated CABG Operative Mortality,"13,606","10,949",289,2.64,49,46,2,4.35,2.21,5.20,0.63,18.78,Average,-118.53,34.17
2020,Los Angeles,Glendale Memorial Hospital and Health Center,106190522,Isolated CABG Operative Mortality,"13,606","10,949",289,2.64,47,42,0,0.00,1.87,0.00,0.00,12.42,Average,-118.26,34.13
2020,Los Angeles,Memorialcare Long Beach Medical Center,106190525,Isolated CABG Operative Mortality,"13,606","10,949",289,2.64,135,116,3,2.59,2.49,2.74,0.57,8.01,Average,-118.19,33.81
2020,Los Angeles,Methodist Hospital of Southern California,106190529,Isolated CABG Operative Mortality,"13,606","10,949",289,2.64,28,25,1,4.00,3.22,3.28,0.08,18.29,Average,-118.04,34.14
2020,Los Angeles,Cedars Sinai Medical Center,106190555,Isolated CABG Operative Mortality,"13,606","10,949",289,2.64,228,181,5,2.76,2.89,2.52,0.82,5.88,Average,-118.38,34.08
2020,Los Angeles,Northridge Hospital Medical Center,106190568,Isolated CABG Operative Mortality,"13,606","10,949",289,2.64,85,75,4,5.33,3.08,4.58,1.25,11.71,Average,-118.53,34.22
2020,Los Angeles,Pomona Valley Hospital Medical Center,106190630,Isolated CABG Operative Mortality,"13,606","10,949",289,2.64,91,82,3,3.66,3.22,3.00,0.62,8.76,Average,-117.75,34.08
2020,Los Angeles,PIH Health Hospital - Whittier,106190631,Isolated CABG Operative Mortality,"13,606","10,949",289,2.64,94,65,0,0.00,3.57,0.00,0.00,4.20,Average,-118.05,33.97
2020,Los Angeles,St. Francis Medical Center,106190754,Isolated CABG Operative Mortality,"13,606","10,949",289,2.64,15,14,2,14.29,1.74,21.73,2.63,78.49,Average,-118.2,33.93
2020,Los Angeles,St. John's Health Center,106190756,Isolated CABG Operative Mortality,"13,606","10,949",289,2.64,57,43,5,11.63,3.54,8.67,2.82,20.24,Worse,-118.48,34.03
2020,Los Angeles,Providence Saint Joseph Medical Center,106190758,Isolated CABG Operative Mortality,"13,606","10,949",289,2.64,26,25,0,0.00,1.45,0.00,0.00,26.85,Average,-118.33,34.16
2020,Los Angeles,Ronald Reagan UCLA Medical Center,106190796,Isolated CABG Operative Mortality,"13,606","10,949",289,2.64,203,134,1,0.75,2.24,0.88,0.02,4.89,Average,-118.45,34.07
2020,Los Angeles,Valley Presbyterian Hospital,106190812,Isolated CABG Operative Mortality,"13,606","10,949",289,2.64,30,29,2,6.90,3.90,4.66,0.56,16.84,Average,-118.46,34.19
2020,Los Angeles,West Hills Hospital and Medical Center,106190859,Isolated CABG Operative Mortality,"13,606","10,949",289,2.64,50,31,1,3.23,3.06,2.78,0.07,15.48,Average,-118.63,34.2
2020,Los Angeles,Adventist Health White Memorial,106190878,Isolated CABG Operative Mortality,"13,606","10,949",289,2.64,47,39,0,0.00,3.12,0.00,0.00,7.99,Average,-118.22,34.05
2020,Los Angeles,Henry Mayo Newhall Hospital,106190949,Isolated CABG Operative Mortality,"13,606","10,949",289,2.64,42,34,0,0.00,3.44,0.00,0.00,8.32,Average,-118.55,34.4
2020,Los Angeles,Los Angeles County/Harbor - UCLA Medical Center,106191227,Isolated CABG Operative Mortality,"13,606","10,949",289,2.64,40,36,2,5.56,1.61,9.12,1.10,32.95,Average,-118.29,33.83
2020,Los Angeles,Los Angeles County/University of Southern California Medical Center,106191228,Isolated CABG Operative Mortality,"13,606","10,949",289,2.64,53,44,1,2.27,1.17,5.12,0.13,28.53,Average,-118.21,34.06
2020,Los Angeles,Keck Hospital of University of Southern California,106194219,Isolated CABG Operative Mortality,"13,606","10,949",289,2.64,124,62,2,3.23,2.30,3.70,0.45,13.37,Average,-118.2,34.06
2020,Marin,Marinhealth Medical Center,106211006,Isolated CABG Operative Mortality,"13,606","10,949",289,2.64,34,30,0,0.00,1.46,0.00,0.00,22.25,Average,-122.54,37.95
2020,Monterey,Community Hospital of the Monterey Peninsula,106270744,Isolated CABG Operative Mortality,"13,606","10,949",289,2.64,100,78,4,5.13,3.58,3.78,1.03,9.68,Average,-121.92,36.6
2020,Monterey,Salinas Valley Memorial Hospital,106270875,Isolated CABG Operative Mortality,"13,606","10,949",289,2.64,98,79,1,1.27,2.78,1.20,0.03,6.69,Average,-121.65,36.66
2020,Napa,Providence Queen of the Valley Medical Center,106281047,Isolated CABG Operative Mortality,"13,606","10,949",289,2.64,25,23,0,0.00,5.82,0.00,0.00,7.27,Average,-122.3,38.32
2020,Napa,Adventist Health St. Helena,106281078,Isolated CABG Operative Mortality,"13,606","10,949",289,2.64,96,52,0,0.00,3.05,0.00,0.00,6.14,Average,-122.47,38.54
2020,Orange,Memorialcare Orange Coast Medical Center,106300225,Isolated CABG Operative Mortality,"13,606","10,949",289,2.64,87,69,2,2.90,3.13,2.44,0.30,8.82,Average,-117.96,33.7
2020,Orange,AHMC Anaheim Regional Medical Center,106301098,Isolated CABG Operative Mortality,"13,606","10,949",289,2.64,100,80,4,5.00,2.79,4.74,1.29,12.13,Average,-117.93,33.85
2020,Orange,Fountain Valley Regional Hospital and Medical Center - Euclid,106301175,Isolated CABG Operative Mortality,"13,606","10,949",289,2.64,74,71,4,5.63,1.95,7.63,2.08,19.55,Average,-117.94,33.72
2020,Orange,Anaheim Global Medical Center,106301188,Isolated CABG Operative Mortality,"13,606","10,949",289,2.64,32,26,1,3.85,2.81,3.61,0.09,20.11,Average,-117.91,33.82
2020,Orange,Hoag Memorial Hospital Presbyterian,106301205,Isolated CABG Operative Mortality,"13,606","10,949",289,2.64,203,154,2,1.30,2.27,1.51,0.18,5.45,Average,-117.93,33.63
2020,Orange,Providence Mission Hospital,106301262,Isolated CABG Operative Mortality,"13,606","10,949",289,2.64,121,100,2,2.00,1.76,3.01,0.36,10.86,Average,-117.67,33.56
2020,Orange,UC Irvine Medical Center,106301279,Isolated CABG Operative Mortality,"13,606","10,949",289,2.64,121,91,2,2.20,2.52,2.30,0.28,8.33,Average,-117.89,33.79
2020,Orange,Memorialcare Saddleback Medical Center,106301317,Isolated CABG Operative Mortality,"13,606","10,949",289,2.64,66,59,1,1.69,2.22,2.02,0.05,11.25,Average,-117.71,33.61
2020,Orange,Providence St. Joseph Hospital,106301340,Isolated CABG Operative Mortality,"13,606","10,949",289,2.64,125,104,4,3.85,3.24,3.13,0.85,8.02,Average,-117.87,33.78
2020,Orange,Providence St. Jude Medical Center,106301342,Isolated CABG Operative Mortality,"13,606","10,949",289,2.64,89,70,2,2.86,2.35,3.21,0.39,11.59,Average,-117.93,33.89
2020,Orange,West Anaheim Medical Center,106301379,Isolated CABG Operative Mortality,"13,606","10,949",289,2.64,15,15,1,6.67,3.27,5.38,0.14,29.99,Average,-117.99,33.82
2020,Orange,Orange County Global Medical Center,106301566,Isolated CABG Operative Mortality,"13,606","10,949",289,2.64,28,25,1,4.00,2.99,3.53,0.09,19.66,Average,-117.83,33.75
2020,Riverside,Desert Regional Medical Center,106331164,Isolated CABG Operative Mortality,"13,606","10,949",289,2.64,116,108,5,4.63,2.33,5.25,1.70,12.25,Average,-116.55,33.84
2020,Riverside,Eisenhower Medical Center,106331168,Isolated CABG Operative Mortality,"13,606","10,949",289,2.64,134,105,0,0.00,2.95,0.00,0.00,3.14,Average,-116.41,33.76
2020,Riverside,Riverside Community Hospital,106331312,Isolated CABG Operative Mortality,"13,606","10,949",289,2.64,162,115,1,0.87,2.95,0.78,0.02,4.34,Average,-117.38,33.98
2020,Riverside,Temecula Valley Hospital,106334564,Isolated CABG Operative Mortality,"13,606","10,949",289,2.64,130,106,1,0.94,2.27,1.10,0.03,6.12,Average,-117.1,33.48
2020,Riverside,Loma Linda University Medical Center - Murrieta,106334589,Isolated CABG Operative Mortality,"13,606","10,949",289,2.64,111,103,1,0.97,1.78,1.44,0.04,8.04,Average,-117.16,33.61
2020,Sacramento,Mercy General Hospital,106340947,Isolated CABG Operative Mortality,"13,606","10,949",289,2.64,554,432,6,1.39,2.48,1.48,0.54,3.22,Average,-121.45,38.57
2020,Sacramento,Mercy San Juan Medical Center,106340950,Isolated CABG Operative Mortality,"13,606","10,949",289,2.64,136,82,1,1.22,3.19,1.01,0.03,5.62,Average,-121.31,38.67
2020,Sacramento,UC Davis Medical Center,106341006,Isolated CABG Operative Mortality,"13,606","10,949",289,2.64,65,48,2,4.17,2.42,4.55,0.55,16.43,Average,-121.46,38.55
2020,Sacramento,"Sutter Medical Center, Sacramento",106341051,Isolated CABG Operative Mortality,"13,606","10,949",289,2.64,388,280,4,1.43,2.93,1.29,0.35,3.29,Average,-121.44,38.57
2020,San Bernardino,Kaiser Foundation Hospital - Fontana,106361223,Isolated CABG Operative Mortality,"13,606","10,949",289,2.64,258,211,3,1.42,2.34,1.61,0.33,4.69,Average,-117.44,34.07
2020,San Bernardino,Loma Linda University Medical Center,106361246,Isolated CABG Operative Mortality,"13,606","10,949",289,2.64,302,242,5,2.07,3.95,1.38,0.45,3.22,Average,-117.26,34.05
2020,San Bernardino,San Antonio Regional Hospital,106361318,Isolated CABG Operative Mortality,"13,606","10,949",289,2.64,164,120,4,3.33,1.95,4.51,1.23,11.54,Average,-117.64,34.1
2020,San Bernardino,St. Bernardine Medical Center,106361339,Isolated CABG Operative Mortality,"13,606","10,949",289,2.64,183,159,4,2.52,2.91,2.28,0.62,5.85,Average,-117.28,34.13
2020,San Bernardino,St. Mary Medical Center - Apple Valley,106361343,Isolated CABG Operative Mortality,"13,606","10,949",289,2.64,31,31,1,3.23,1.64,5.19,0.13,28.90,Average,-117.27,34.54
2020,San Bernardino,Desert Valley Hospital,106364144,Isolated CABG Operative Mortality,"13,606","10,949",289,2.64,4,4,0,0.00,1.57,0.00,0.00,100.00,Average,-117.3,34.47
2020,San Diego,Sharp Memorial Hospital,106370694,Isolated CABG Operative Mortality,"13,606","10,949",289,2.64,108,56,2,3.57,2.11,4.48,0.54,16.17,Average,-117.16,32.8
2020,San Diego,Grossmont Hospital,106370714,Isolated CABG Operative Mortality,"13,606","10,949",289,2.64,73,59,2,3.39,2.69,3.33,0.40,12.04,Average,-117.01,32.78
2020,San Diego,Scripps Mercy Hospital,106370744,Isolated CABG Operative Mortality,"13,606","10,949",289,2.64,66,51,2,3.92,1.95,5.31,0.64,19.17,Average,-117.16,32.75
2020,San Diego,Palomar Health Downtown Campus,106370755,Isolated CABG Operative Mortality,"13,606","10,949",289,2.64,75,66,4,6.06,2.23,7.18,1.96,18.39,Average,-117.08,33.13
2020,San Diego,Scripps Memorial Hospital - La Jolla,106370771,Isolated CABG Operative Mortality,"13,606","10,949",289,2.64,380,298,1,0.34,2.47,0.36,0.01,2.00,Better,-117.22,32.89
2020,San Diego,Tri-City Medical Center - Oceanside,106370780,Isolated CABG Operative Mortality,"13,606","10,949",289,2.64,40,34,3,8.82,2.57,9.07,1.87,26.52,Average,-117.29,33.18
