Year,County,Hospital,OSHPD ID,Performance Measure,# of Cases,# of Adverse Events,Risk-adjusted Rate,Performance Rating,Longitude,Latitude
2014-2015,Los Angeles,Kaiser Foundation Hospital - Sunset,106190429,Post-Operative Stroke ,1170,18,1.6,Average,-118.3,34.1
2011-2012,Los Angeles,Kaiser Foundation Hospital - Sunset,106190429,Post-Operative Stroke ,1010,13,1.26,Average,-118.29545,34.09823
2016,Los Angeles,Kaiser Foundation Hospital - Sunset,106190429,CABG Operative Mortality,680,5,1.15,Average,-118.3,34.1
2015,Los Angeles,Kaiser Foundation Hospital - Sunset,106190429,CABG Operative Mortality ,587,7,1.39,Average,-118.3,34.1
2013,Los Angeles,Kaiser Foundation Hospital - Sunset,106190429,30-day Readmission ,486,47,9.59,Average,-118.3,34.1
2013,Los Angeles,Kaiser Foundation Hospital - Sunset,106190429,30-day Readmission ,486,47,9.59,Average,-118.3,34.1
2013,Los Angeles,Kaiser Foundation Hospital - Sunset,106190429,CABG + Valve Operative Mortality,252,12,5.17,Average,-118.3,34.1
2013,Los Angeles,Kaiser Foundation Hospital - Sunset,106190429,CABG + Valve Operative Mortality,252,12,5.17,Average,-118.3,34.1
2013,Los Angeles,Kaiser Foundation Hospital - Sunset,106190429,CABG Operative Mortality ,502,9,2.33,Average,-118.3,34.1
2013,Los Angeles,Kaiser Foundation Hospital - Sunset,106190429,CABG Operative Mortality ,502,9,2.33,Average,-118.3,34.1
2013,Los Angeles,Kaiser Foundation Hospital - Sunset,106190429,Post-Operative Stroke ,1014,11,1.13,Average,-118.3,34.1
2013,Los Angeles,Kaiser Foundation Hospital - Sunset,106190429,Post-Operative Stroke ,1014,11,1.13,Average,-118.3,34.1
2012,Los Angeles,Kaiser Foundation Hospital - Sunset,106190429,30-day Readmission ,502,61,11.24,Average,-118.29545,34.09823
2012,Los Angeles,Kaiser Foundation Hospital - Sunset,106190429,Operative Mortality ,512,4,0.95,Average,-118.29545,34.09823
2013-2014,Los Angeles,Kaiser Foundation Hospital – Sunset,106190429,CABG + Valve Operative Mortality,272,11,3.91,Average,-118.3,34.1
2013-2014,Los Angeles,Kaiser Foundation Hospital – Sunset,106190429,Post-Operative Stroke ,1085,10,0.91,Average,-118.3,34.1
2014,Los Angeles,Kaiser Foundation Hospital – Sunset,106190429,CABG Operative Mortality ,583,7,1.21,Average,-118.3,34.1
2017-2018,Los Angeles,Keck Hospital of University of Southern California,106194219,CABG + Valve Operative Mortality,54,3,5.60,Average,-118.2,34.06
2017-2018,Los Angeles,Keck Hospital of University of Southern California,106194219,CABG 30-Day Readmission,80,14,17.13,Average,-118.2,34.06
2017-2018,Los Angeles,Keck Hospital of University of Southern California,106194219,Post-Operative Stroke,124,1,0.93,Average,-118.2,34.06
2016-2017,Los Angeles,Keck Hospital of University of Southern California,106194219,CABG + Valve Operative Mortality,59,2,3.32,Average,-118.2,34.06
2016-2017,Los Angeles,Keck Hospital of University of Southern California,106194219,Post-Operative Stroke,112,2,2.04,Average,-118.2,34.06
2015-2016,Los Angeles,Keck Hospital of University of Southern California,106194219,CABG + Valve Operative Mortality,75,0,0.00,Better,-118.2,34.06
2015-2016,Los Angeles,Keck Hospital of University of Southern California,106194219,CABG 30-Day Readmission,85,15,16.45,Average,-118.2,34.06
2015-2016,Los Angeles,Keck Hospital of University of Southern California,106194219,Post-Operative Stroke,118,2,1.85,Average,-118.2,34.06
2014-2015,Los Angeles,Keck Hospital of University of Southern California,106194219,30-Day Readmission,102,16,16.13,Average,-118.2,34.06
2014-2015,Los Angeles,Keck Hospital of University of Southern California,106194219,CABG + Valve Operative Mortality,85,2,2.06,Average,-118.2,34.06
2014-2015,Los Angeles,Keck Hospital of University of Southern California,106194219,Post-Operative Stroke ,138,1,0.68,Average,-118.2,34.06
2013-2014,Los Angeles,Keck Hospital of University of Southern California,106194219,CABG + Valve Operative Mortality,94,5,5.48,Average,-118.2,34.06
2013-2014,Los Angeles,Keck Hospital of University of Southern California,106194219,Post-Operative Stroke ,135,1,0.71,Average,-118.2,34.06
2018,Los Angeles,Keck Hospital of University of Southern California,106194219,CABG Operative Mortality,65,0,0.00,Average,-118.2,34.06
2017,Los Angeles,Keck Hospital of University of Southern California,106194219,CABG Operative Mortality,59,1,2.01,Average,-118.2,34.06
2016,Los Angeles,Keck Hospital of University of Southern California,106194219,CABG Operative Mortality,53,2,4.08,Average,-118.2,34.06
2015,Los Angeles,Keck Hospital of University of Southern California,106194219,CABG Operative Mortality ,65,0,0,Average,-118.2,34.06
2014,Los Angeles,Keck Hospital of University of Southern California,106194219,CABG Operative Mortality ,73,4,4.76,Average,-118.2,34.06
2011-2012,Los Angeles,Keck Hospital of USC,106194219,Post-Operative Stroke ,109,2,2.01,Average,-118.20287,34.06284
2013,Los Angeles,Keck Hospital of USC,106194219,30-day Readmission ,53,7,12.96,Average,-118.2,34.06
2013,Los Angeles,Keck Hospital of USC,106194219,30-day Readmission ,53,7,12.96,Average,-118.2,34.06
2013,Los Angeles,Keck Hospital of USC,106194219,CABG + Valve Operative Mortality,87,4,5.19,Average,-118.2,34.06
2013,Los Angeles,Keck Hospital of USC,106194219,CABG + Valve Operative Mortality,87,4,5.19,Average,-118.2,34.06
2013,Los Angeles,Keck Hospital of USC,106194219,CABG Operative Mortality ,62,3,5.7,Average,-118.2,34.06
2013,Los Angeles,Keck Hospital of USC,106194219,CABG Operative Mortality ,62,3,5.7,Average,-118.2,34.06
2013,Los Angeles,Keck Hospital of USC,106194219,Post-Operative Stroke ,117,1,0.99,Average,-118.2,34.06
2013,Los Angeles,Keck Hospital of USC,106194219,Post-Operative Stroke ,117,1,0.99,Average,-118.2,34.06
2012,Los Angeles,Keck Hospital of USC,106194219,30-day Readmission ,50,7,15.01,Average,-118.20287,34.06284
2012,Los Angeles,Keck Hospital of USC,106194219,Operative Mortality ,55,1,2.18,Average,-118.20287,34.06284
2017-2018,Los Angeles,Lakewood Regional Medical Center,106190240,CABG + Valve Operative Mortality,16,1,4.65,Average,-118.15,33.86
2017-2018,Los Angeles,Lakewood Regional Medical Center,106190240,CABG 30-Day Readmission,168,21,9.63,Average,-118.15,33.86
2017-2018,Los Angeles,Lakewood Regional Medical Center,106190240,Post-Operative Stroke,204,3,1.17,Average,-118.15,33.86
2016-2017,Los Angeles,Lakewood Regional Medical Center,106190240,CABG + Valve Operative Mortality,24,2,7.38,Average,-118.15,33.86
2016-2017,Los Angeles,Lakewood Regional Medical Center,106190240,Post-Operative Stroke,202,1,0.42,Average,-118.15,33.86
2015-2016,Los Angeles,Lakewood Regional Medical Center,106190240,CABG + Valve Operative Mortality,25,3,12.02,Average,-118.15,33.86
2015-2016,Los Angeles,Lakewood Regional Medical Center,106190240,CABG 30-Day Readmission,149,19,9.82,Average,-118.15,33.86
2015-2016,Los Angeles,Lakewood Regional Medical Center,106190240,Post-Operative Stroke,176,1,0.43,Average,-118.15,33.86
2014-2015,Los Angeles,Lakewood Regional Medical Center,106190240,30-Day Readmission,140,13,7.3,Average,-118.15,33.86
2014-2015,Los Angeles,Lakewood Regional Medical Center,106190240,CABG + Valve Operative Mortality,30,3,12.13,Average,-118.15,33.86
2014-2015,Los Angeles,Lakewood Regional Medical Center,106190240,Post-Operative Stroke ,165,1,0.5,Average,-118.15,33.86
2013-2014,Los Angeles,Lakewood Regional Medical Center,106190240,CABG + Valve Operative Mortality,28,3,8.44,Average,-118.15,33.86
2013-2014,Los Angeles,Lakewood Regional Medical Center,106190240,Post-Operative Stroke ,168,0,0,Average,-118.15,33.86
2011-2012,Los Angeles,Lakewood Regional Medical Center,106190240,Post-Operative Stroke ,184,3,1.25,Average,-118.14837,33.86016
2018,Los Angeles,Lakewood Regional Medical Center,106190240,CABG Operative Mortality,102,2,1.49,Average,-118.15,33.86
2017,Los Angeles,Lakewood Regional Medical Center,106190240,CABG Operative Mortality,102,2,1.46,Average,-118.15,33.86
2016,Los Angeles,Lakewood Regional Medical Center,106190240,CABG Operative Mortality,100,4,3.22,Average,-118.15,33.86
2015,Los Angeles,Lakewood Regional Medical Center,106190240,CABG Operative Mortality ,76,3,2.78,Average,-118.15,33.86
2014,Los Angeles,Lakewood Regional Medical Center,106190240,CABG Operative Mortality ,89,3,2.22,Average,-118.15,33.86
2013,Los Angeles,Lakewood Regional Medical Center,106190240,30-day Readmission ,70,11,12.76,Average,-118.15,33.86
2013,Los Angeles,Lakewood Regional Medical Center,106190240,30-day Readmission ,70,11,12.76,Average,-118.15,33.86
2013,Los Angeles,Lakewood Regional Medical Center,106190240,CABG + Valve Operative Mortality,19,4,13.73,Average,-118.15,33.86
2013,Los Angeles,Lakewood Regional Medical Center,106190240,CABG + Valve Operative Mortality,19,4,13.73,Average,-118.15,33.86
2013,Los Angeles,Lakewood Regional Medical Center,106190240,CABG Operative Mortality ,79,4,3.93,Average,-118.15,33.86
2013,Los Angeles,Lakewood Regional Medical Center,106190240,CABG Operative Mortality ,79,4,3.93,Average,-118.15,33.86
2013,Los Angeles,Lakewood Regional Medical Center,106190240,Post-Operative Stroke ,160,1,0.48,Average,-118.15,33.86
2013,Los Angeles,Lakewood Regional Medical Center,106190240,Post-Operative Stroke ,160,1,0.48,Average,-118.15,33.86
2012,Los Angeles,Lakewood Regional Medical Center,106190240,30-day Readmission ,74,9,10.76,Average,-118.14837,33.86016
2012,Los Angeles,Lakewood Regional Medical Center,106190240,Operative Mortality ,81,3,2.63,Average,-118.14837,33.86016
2016-2017,Los Angeles,Long Beach Memorial Medical Center,106190525,CABG + Valve Operative Mortality,33,5,17.06,Worse,-118.19,33.81
2016-2017,Los Angeles,Long Beach Memorial Medical Center,106190525,Post-Operative Stroke,279,3,1.12,Average,-118.19,33.81
2015-2016,Los Angeles,Long Beach Memorial Medical Center,106190525,CABG + Valve Operative Mortality,28,2,7.56,Average,-118.19,33.81
2015-2016,Los Angeles,Long Beach Memorial Medical Center,106190525,CABG 30-Day Readmission,252,32,10.97,Average,-118.19,33.81
2015-2016,Los Angeles,Long Beach Memorial Medical Center,106190525,Post-Operative Stroke,315,4,1.09,Average,-118.19,33.81
2014-2015,Los Angeles,Long Beach Memorial Medical Center,106190525,30-Day Readmission,262,43,14.96,Average,-118.19,33.81
2014-2015,Los Angeles,Long Beach Memorial Medical Center,106190525,CABG + Valve Operative Mortality,33,2,5.37,Average,-118.19,33.81
2014-2015,Los Angeles,Long Beach Memorial Medical Center,106190525,Post-Operative Stroke ,324,6,1.64,Average,-118.19,33.81
2013-2014,Los Angeles,Long Beach Memorial Medical Center,106190525,CABG + Valve Operative Mortality,42,3,5.25,Average,-118.19,33.81
2013-2014,Los Angeles,Long Beach Memorial Medical Center,106190525,Post-Operative Stroke ,316,6,1.83,Average,-118.19,33.81
2011-2012,Los Angeles,Long Beach Memorial Medical Center,106190525,Post-Operative Stroke ,313,3,0.88,Average,-118.1852,33.80801
2017,Los Angeles,Long Beach Memorial Medical Center,106190525,CABG Operative Mortality,129,3,2.22,Average,-118.19,33.81
2016,Los Angeles,Long Beach Memorial Medical Center,106190525,CABG Operative Mortality,150,5,2.97,Average,-118.19,33.81
2015,Los Angeles,Long Beach Memorial Medical Center,106190525,CABG Operative Mortality ,165,7,2.97,Average,-118.19,33.81
2014,Los Angeles,Long Beach Memorial Medical Center,106190525,CABG Operative Mortality ,159,4,2.13,Average,-118.19,33.81
2013,Los Angeles,Long Beach Memorial Medical Center,106190525,30-day Readmission ,137,13,8.87,Average,-118.19,33.81
2013,Los Angeles,Long Beach Memorial Medical Center,106190525,30-day Readmission ,137,13,8.87,Average,-118.19,33.81
2013,Los Angeles,Long Beach Memorial Medical Center,106190525,CABG + Valve Operative Mortality,38,3,7.25,Average,-118.19,33.81
2013,Los Angeles,Long Beach Memorial Medical Center,106190525,CABG + Valve Operative Mortality,38,3,7.25,Average,-118.19,33.81
2013,Los Angeles,Long Beach Memorial Medical Center,106190525,CABG Operative Mortality ,157,7,3.88,Average,-118.19,33.81
2013,Los Angeles,Long Beach Memorial Medical Center,106190525,CABG Operative Mortality ,157,7,3.88,Average,-118.19,33.81
2013,Los Angeles,Long Beach Memorial Medical Center,106190525,Post-Operative Stroke ,311,4,1.16,Average,-118.19,33.81
2013,Los Angeles,Long Beach Memorial Medical Center,106190525,Post-Operative Stroke ,311,4,1.16,Average,-118.19,33.81
2012,Los Angeles,Long Beach Memorial Medical Center,106190525,30-day Readmission ,141,25,16.08,Average,-118.1852,33.80801
2012,Los Angeles,Long Beach Memorial Medical Center,106190525,Operative Mortality ,154,3,1.66,Average,-118.1852,33.80801
2011-2012,Los Angeles,Los Angeles County/ Harbor - UCLA Medical Center,106191227,Post-Operative Stroke ,145,3,1.97,Average,-118.29332,33.83149
2013,Los Angeles,Los Angeles County/ Harbor - UCLA Medical Center,106191227,30-day Readmission ,67,15,22.59,Worse,-118.29,33.83
2013,Los Angeles,Los Angeles County/ Harbor - UCLA Medical Center,106191227,30-day Readmission ,67,15,22.59,Worse,-118.29,33.83
2013,Los Angeles,Los Angeles County/ Harbor - UCLA Medical Center,106191227,CABG + Valve Operative Mortality,19,0,0,Average,-118.29,33.83
2013,Los Angeles,Los Angeles County/ Harbor - UCLA Medical Center,106191227,CABG + Valve Operative Mortality,19,0,0,Average,-118.29,33.83
2013,Los Angeles,Los Angeles County/ Harbor - UCLA Medical Center,106191227,CABG Operative Mortality ,82,4,7.8,Average,-118.29,33.83
2013,Los Angeles,Los Angeles County/ Harbor - UCLA Medical Center,106191227,CABG Operative Mortality ,82,4,7.8,Average,-118.29,33.83
2013,Los Angeles,Los Angeles County/ Harbor - UCLA Medical Center,106191227,Post-Operative Stroke ,150,4,2.56,Average,-118.29,33.83
2013,Los Angeles,Los Angeles County/ Harbor - UCLA Medical Center,106191227,Post-Operative Stroke ,150,4,2.56,Average,-118.29,33.83
2012,Los Angeles,Los Angeles County/ Harbor - UCLA Medical Center,106191227,30-day Readmission ,51,11,20.79,Average,-118.29332,33.83149
2012,Los Angeles,Los Angeles County/ Harbor - UCLA Medical Center,106191227,Operative Mortality ,68,1,2.26,Average,-118.29332,33.83149
2011-2012,Los Angeles,Los Angeles County/ University of Southern California Medical Center,106191228,Post-Operative Stroke ,229,2,1.17,Average,-118.21031,34.05982
2013,Los Angeles,Los Angeles County/ University of Southern California Medical Center,106191228,30-day Readmission ,79,15,22.27,Worse,-118.21,34.06
2013,Los Angeles,Los Angeles County/ University of Southern California Medical Center,106191228,30-day Readmission ,79,15,22.27,Worse,-118.21,34.06
2013,Los Angeles,Los Angeles County/ University of Southern California Medical Center,106191228,CABG + Valve Operative Mortality,31,1,4.82,Average,-118.21,34.06
2013,Los Angeles,Los Angeles County/ University of Southern California Medical Center,106191228,CABG + Valve Operative Mortality,31,1,4.82,Average,-118.21,34.06
2013,Los Angeles,Los Angeles County/ University of Southern California Medical Center,106191228,CABG Operative Mortality ,97,0,0,Average,-118.21,34.06
2013,Los Angeles,Los Angeles County/ University of Southern California Medical Center,106191228,CABG Operative Mortality ,97,0,0,Average,-118.21,34.06
2013,Los Angeles,Los Angeles County/ University of Southern California Medical Center,106191228,Post-Operative Stroke ,209,2,1.24,Average,-118.21,34.06
2013,Los Angeles,Los Angeles County/ University of Southern California Medical Center,106191228,Post-Operative Stroke ,209,2,1.24,Average,-118.21,34.06
2012,Los Angeles,Los Angeles County/ University of Southern California Medical Center,106191228,30-day Readmission ,84,6,8.43,Average,-118.21031,34.05982
2012,Los Angeles,Los Angeles County/ University of Southern California Medical Center,106191228,Operative Mortality ,112,1,2.51,Average,-118.21031,34.05982
2017-2018,Los Angeles,Los Angeles County/Harbor – UCLA Medical Center,106191227,CABG + Valve Operative Mortality,9,0,0.00,Average,-118.29,33.83
2017-2018,Los Angeles,Los Angeles County/Harbor – UCLA Medical Center,106191227,CABG 30-Day Readmission,91,8,8.45,Average,-118.29,33.83
2017-2018,Los Angeles,Los Angeles County/Harbor – UCLA Medical Center,106191227,Post-Operative Stroke,127,0,0.00,Average,-118.29,33.83
2016-2017,Los Angeles,Los Angeles County/Harbor – UCLA Medical Center,106191227,CABG + Valve Operative Mortality,10,0,0.00,Average,-118.29,33.83
2016-2017,Los Angeles,Los Angeles County/Harbor – UCLA Medical Center,106191227,Post-Operative Stroke,119,3,2.93,Average,-118.29,33.83
2015-2016,Los Angeles,Los Angeles County/Harbor – UCLA Medical Center,106191227,CABG + Valve Operative Mortality,11,0,0.00,Average,-118.29,33.83
2015-2016,Los Angeles,Los Angeles County/Harbor – UCLA Medical Center,106191227,CABG 30-Day Readmission,78,16,22.55,Worse,-118.29,33.83
2015-2016,Los Angeles,Los Angeles County/Harbor – UCLA Medical Center,106191227,Post-Operative Stroke,121,3,2.89,Average,-118.29,33.83
2013-2014,Los Angeles,Los Angeles County/Harbor – UCLA Medical Center,106191227,CABG + Valve Operative Mortality,15,1,5.98,Average,-118.29,33.83
2013-2014,Los Angeles,Los Angeles County/Harbor – UCLA Medical Center,106191227,Post-Operative Stroke ,146,3,2.14,Average,-118.29,33.83
2018,Los Angeles,Los Angeles County/Harbor – UCLA Medical Center,106191227,CABG Operative Mortality,70,1,2.16,Average,-118.29,33.83
2017,Los Angeles,Los Angeles County/Harbor – UCLA Medical Center,106191227,CABG Operative Mortality,57,2,4.93,Average,-118.29,33.83
2016,Los Angeles,Los Angeles County/Harbor – UCLA Medical Center,106191227,CABG Operative Mortality,62,1,2.43,Average,-118.29,33.83
2014,Los Angeles,Los Angeles County/Harbor – UCLA Medical Center,106191227,CABG Operative Mortality ,64,0,0,Average,-118.29,33.83
2014-2015,Los Angeles,Los Angeles County/Harbor UCLA Medical Center,106191227,30-Day Readmission,91,17,17.42,Average,-118.29,33.83
2014-2015,Los Angeles,Los Angeles County/Harbor UCLA Medical Center,106191227,CABG + Valve Operative Mortality,11,1,8.3,Average,-118.29,33.83
2014-2015,Los Angeles,Los Angeles County/Harbor UCLA Medical Center,106191227,Post-Operative Stroke ,123,1,0.87,Average,-118.29,33.83
2015,Los Angeles,Los Angeles County/Harbor UCLA Medical Center,106191227,CABG Operative Mortality ,59,1,2.06,Average,-118.29,33.83
